# 29 6 120 0 3 4
2 2 1 16 |5 2 2 14 |8 2 1 14 |11 2 2 14 |14 2 1 14 |17 2 2 10 |20 2 1 10 |23 2 2 10 |26 2 1 10 |29 2 2 10 |32 2 1 10 |35 2 2 10 |38 2 1 10 |41 2 2 10 |44 2 1 10 |47 2 2 10 |50 2 1 10 |53 2 2 10 |56 2 1 10 |59 2 2 10 |
2 3 2 10 |5 3 1 10 |8 3 2 2 |11 3 1 10 |14 3 2 11 |17 3 1 2 |20 3 2 10 |23 3 1 12 |26 3 2 12 |29 3 1 13 |32 3 2 4 |35 3 1 4 |38 3 2 4 |41 3 1 4 |44 3 2 4 |47 3 1 4 |50 3 2 4 |53 3 1 4 |56 3 2 4 |59 3 1 10 |
2 4 1 4 |5 4 2 4 |8 4 1 10 |11 4 2 3 |14 4 1 11 |17 4 2 10 |20 4 1 4 |23 4 2 4 |26 4 1 10 |29 4 2 13 |32 4 1 10 |35 4 2 13 |38 4 1 14 |41 4 2 14 |44 4 1 14 |47 4 2 14 |50 4 1 14 |53 4 2 14 |56 4 1 14 |59 4 2 10 |
2 5 2 4 |5 5 1 3 |8 5 2 4 |11 5 1 10 |14 5 2 10 |17 5 1 10 |20 5 2 10 |23 5 1 3 |26 5 2 2 |29 5 1 13 |32 5 2 14 |35 5 1 14 |38 5 2 10 |41 5 1 4 |44 5 2 4 |47 5 1 3 |50 5 2 3 |53 5 1 10 |56 5 2 2 |59 5 1 2 |
2 6 1 3 |5 6 2 3 |8 6 1 4 |11 6 2 10 |14 6 1 13 |17 6 2 3 |20 6 1 10 |23 6 2 4 |26 6 1 10 |29 6 2 10 |32 6 1 4 |35 6 2 11 |38 6 1 10 |41 6 2 2 |44 6 1 10 |47 6 2 3 |50 6 1 3 |53 6 2 10 |56 6 1 10 |59 6 2 10 |
2 7 2 10 |5 7 1 14 |8 7 2 14 |11 7 1 14 |14 7 2 14 |17 7 1 3 |20 7 2 12 |23 7 1 12 |26 7 2 12 |29 7 1 13 |32 7 2 4 |35 7 1 11 |38 7 2 10 |41 7 1 10 |44 7 2 4 |47 7 1 4 |50 7 2 4 |53 7 1 4 |56 7 2 4 |59 7 1 16 |
2 8 1 0 |5 8 2 16 |8 8 1 10 |11 8 2 11 |14 8 1 4 |17 8 2 3 |20 8 1 10 |23 8 2 6 |26 8 1 16 |29 8 2 12 |32 8 1 12 |35 8 2 11 |38 8 1 3 |41 8 2 4 |44 8 1 10 |47 8 2 10 |50 8 1 3 |53 8 2 4 |56 8 1 4 |59 8 2 3 |
2 9 2 10 |5 9 1 4 |8 9 2 10 |11 9 1 11 |14 9 2 4 |17 9 1 10 |20 9 2 3 |23 9 1 4 |26 9 2 10 |29 9 1 10 |32 9 2 10 |35 9 1 4 |38 9 2 3 |41 9 1 4 |44 9 2 10 |47 9 1 4 |50 9 2 10 |53 9 1 10 |56 9 2 3 |59 9 1 3 |
2 10 1 10 |5 10 2 4 |8 10 1 10 |11 10 2 11 |14 10 1 14 |17 10 2 14 |20 10 1 10 |23 10 2 4 |26 10 1 4 |29 10 2 0 |32 10 1 3 |35 10 2 4 |38 10 1 2 |41 10 2 10 |44 10 1 10 |47 10 2 4 |50 10 1 4 |53 10 2 4 |56 10 1 2 |59 10 2 10 |
2 11 2 0 |5 11 1 10 |8 11 2 2 |11 11 1 10 |14 11 2 10 |17 11 1 3 |20 11 2 10 |23 11 1 10 |26 11 2 10 |29 11 1 10 |32 11 2 2 |35 11 1 10 |38 11 2 10 |41 11 1 10 |44 11 2 3 |47 11 1 4 |50 11 2 4 |53 11 1 10 |56 11 2 10 |59 11 1 3 |
